bank_id,card_no,unique_id,transaction_id,amount,merchant_name,merchant_id,merchant_category,merchant_location,timestamp,Tag(high/low income),Tag (frequent/infrequent buyer),,,
30,**************,10030,14685,1196,Travel Triangle,3,Travel,Chandivali,1455592317,,,,2/16/2016,
32,**************,10032,14686,733,KFC,8,Restaurant,Panvel,1457200751,,,,3/5/2016,
19,**************,10019,14687,285,ZARA,9,Fashion,Dombivali,1454919983,,,,2/8/2016,
27,**************,10027,14688,1735,MAKEMYTRIP,8,Travel,Kalyan,1456549758,,,,2/27/2016,
48,**************,10048,14689,479,Snapdeal,15,Ecommerce,Marine lines,1455126126,,,,2/10/2016,
32,**************,10032,14690,1078,ZARA,12,Fashion,Sakinaka,1455969430,,,,2/20/2016,
35,**************,10035,14691,1000,Jabong,15,Ecommerce,Sion,1454783609,,,,2/6/2016,
34,**************,10034,14692,1656,Jabong,1,Ecommerce,Kalyan,1454425616,,,,2/2/2016,
46,**************,10046,14693,1721,McDonalds,3,Restaurant,Sion,1456662434,,,,2/28/2016,
38,**************,10038,14694,334,YATRA,5,Travel,Sakinaka,1456124371,,,,2/22/2016,
28,**************,10028,14695,1044,Subway,4,Restaurant,Marine lines,1454647297,,,,2/5/2016,
9,**************,10009,14696,1655,Subway,5,Restaurant,Marine lines,1455379624,,,,2/13/2016,
4,**************,10004,14697,1508,Adoro,8,Fashion,Sakinaka,1457117041,,,,3/4/2016,
22,**************,10022,14698,283,MAKEMYTRIP,8,Travel,Sakinaka,1456269443,,,,2/23/2016,
22,**************,10022,14699,1316,Travel Triangle,14,Travel,Mulund,1455823491,,,,2/18/2016,
15,**************,10015,14700,1856,McDonalds,10,Restaurant,Andheri,1454338301,,,,2/1/2016,
40,**************,10040,14701,988,Red Chilli,6,Restaurant,Panvel,1455805074,,,,2/18/2016,
37,**************,10037,14702,1449,FLIPKART,6,Ecommerce,Panvel,1457272126,,,,3/6/2016,
17,**************,10017,14703,924,LEVIS,9,Fashion,Kanjurmarg,1455526143,,,,2/15/2016,
26,**************,10026,14704,1969,Snapdeal,1,Ecommerce,Mulund,1456180134,,,,2/22/2016,
7,**************,10007,14705,479,Adoro,9,Fashion,Chandivali,1454995870,,,,2/9/2016,
1,**************,10001,14706,1577,ZARA,13,Fashion,Marine lines,1456282950,,,,2/24/2016,
23,**************,10023,14707,1131,Subway,6,Restaurant,Bhandup,1456797616,,,,3/1/2016,
19,**************,10019,14708,1541,FLIPKART,2,Ecommerce,Dadar,1457240049,,,,3/6/2016,
23,**************,10023,14709,1763,KFC,4,Restaurant,Powai,1455303202,,,,2/12/2016,
49,**************,10049,14710,114,Jabong,3,Ecommerce,Matunga,1455817053,,,,2/18/2016,
45,**************,10045,14711,1097,YATRA,3,Travel,Kalyan,1457139473,,,,3/5/2016,
0,**************,10000,14712,1252,FLIPKART,9,Ecommerce,Kalyan,1456290614,,,,2/24/2016,
14,**************,10014,14713,1064,Red Chilli,3,Restaurant,Kanjurmarg,1457336746,,,,3/7/2016,
38,**************,10038,14714,673,Shopclues,7,Ecommerce,Kanjurmarg,1455151983,,,,2/11/2016,
42,**************,10042,14715,1132,KFC,3,Restaurant,Kanjurmarg,1457117285,,,,3/4/2016,
31,**************,10031,14716,1865,McDonalds,1,Restaurant,Sion,1455537999,,,,2/15/2016,
47,**************,10047,14717,1455,Subway,5,Restaurant,Matunga,1454767861,,,,2/6/2016,
48,**************,10048,14718,732,FLIPKART,3,Ecommerce,wadala,1455692489,,,,2/17/2016,
27,**************,10027,14719,566,Dominos,5,Restaurant,wadala,1457187070,,,,3/5/2016,
29,**************,10029,14720,429,McDonalds,9,Restaurant,Dadar,1456069799,,,,2/21/2016,
31,**************,10031,14721,1254,Jabong,12,Ecommerce,Sakinaka,1455399770,,,,2/13/2016,
34,**************,10034,14722,1201,Jabong,12,Ecommerce,Dadar,1456978859,,,,3/3/2016,
36,**************,10036,14723,825,Adoro,15,Fashion,Powai,1456768653,,,,2/29/2016,
21,**************,10021,14724,1017,KFC,10,Restaurant,Dadar,1454334930,,,,2/1/2016,
7,**************,10007,14725,496,Dominos,12,Restaurant,Bhandup,1455525501,,,,2/15/2016,
6,**************,10006,14726,1969,Adoro,3,Fashion,Santa cruz,1455686924,,,,2/17/2016,
25,**************,10025,14727,1277,Shopclues,11,Ecommerce,Sion,1454589603,,,,2/4/2016,
9,**************,10009,14728,203,Adoro,7,Fashion,Mulund,1455322364,,,,2/13/2016,
21,**************,10021,14729,984,FLIPKART,9,Ecommerce,Ghatkopar,1457101798,,,,3/4/2016,
27,**************,10027,14730,1324,YATRA,3,Travel,Santa cruz,1455405213,,,,2/13/2016,
31,**************,10031,14731,690,McDonalds,10,Restaurant,wadala,1455722949,,,,2/17/2016,
26,**************,10026,14732,158,Shopclues,6,Ecommerce,Sakinaka,1454998848,,,,2/9/2016,
1,**************,10001,14733,1907,Travel Triangle,11,Travel,Sakinaka,1454407472,,,,2/2/2016,
13,**************,10013,14734,930,Red Chilli,10,Restaurant,Ghatkopar,1456265457,,,,2/23/2016,
27,**************,10027,14735,1593,Subway,11,Restaurant,Kalyan,1454624485,,,,2/4/2016,
40,**************,10040,14736,406,LEVIS,13,Fashion,Kalyan,1455807127,,,,2/18/2016,
43,**************,10043,14737,422,FLIPKART,12,Ecommerce,Panvel,1456940036,,,,3/2/2016,
14,**************,10014,14738,277,LEVIS,12,Fashion,Panvel,1454570190,,,,2/4/2016,
44,**************,10044,14739,1980,McDonalds,1,Restaurant,Dadar,1455289325,,,,2/12/2016,
27,**************,10027,14740,1338,Shopclues,10,Ecommerce,Panvel,1456757273,,,,2/29/2016,
17,**************,10017,14741,667,MAKEMYTRIP,10,Travel,Kanjurmarg,1455678654,,,,2/17/2016,
5,**************,10005,14742,487,Subway,8,Restaurant,wadala,1454695118,,,,2/5/2016,
32,**************,10032,14743,149,Snapdeal,6,Ecommerce,Matunga,1456321258,,,,2/24/2016,
33,**************,10033,14744,1013,FLIPKART,3,Ecommerce,wadala,1454334885,,,,2/1/2016,
18,**************,10018,14745,148,MAKEMYTRIP,7,Travel,Kanjurmarg,1456209994,,,,2/23/2016,
23,**************,10023,14746,1416,Travel Triangle,5,Travel,Mulund,1454837193,,,,2/7/2016,
16,**************,10016,14747,782,MAKEMYTRIP,11,Travel,Dadar,1457237129,,,,3/6/2016,
50,**************,10050,14748,256,LEVIS,14,Fashion,Dadar,1455117218,,,,2/10/2016,
5,**************,10005,14749,1906,Shopclues,10,Ecommerce,Sion,1454510188,,,,2/3/2016,
29,**************,10029,14750,1363,KFC,11,Restaurant,Andheri,1454642894,,,,2/5/2016,
1,**************,10001,14751,293,Jabong,10,Ecommerce,Powai,1454848380,,,,2/7/2016,
6,**************,10006,14752,1237,YATRA,15,Travel,Powai,1454336801,,,,2/1/2016,
4,**************,10004,14753,1621,KFC,13,Restaurant,Dombivali,1456866030,,,,3/1/2016,
8,**************,10008,14754,244,ZARA,7,Fashion,Sion,1457231949,,,,3/6/2016,
8,**************,10008,14755,1920,Shopclues,1,Ecommerce,Colaba,1457275290,,,,3/6/2016,
35,**************,10035,14756,1866,Jabong,7,Ecommerce,Chandivali,1456241084,,,,2/23/2016,
42,**************,10042,14757,971,Jabong,6,Ecommerce,Dombivali,1455736036,,,,2/17/2016,
10,**************,10010,14758,920,KFC,15,Restaurant,Ghatkopar,1456301885,,,,2/24/2016,
40,**************,10040,14759,1961,ZARA,14,Fashion,wadala,1455859555,,,,2/19/2016,
24,**************,10024,14760,1243,Shopclues,10,Ecommerce,Kalyan,1454539712,,,,2/3/2016,
38,**************,10038,14761,1071,FLIPKART,2,Ecommerce,Kanjurmarg,1456620092,,,,2/28/2016,
20,**************,10020,14762,1485,Adoro,1,Fashion,Ghatkopar,1456071498,,,,2/21/2016,
20,**************,10020,14763,852,YATRA,8,Travel,Powai,1454587212,,,,2/4/2016,
45,**************,10045,14764,1816,ZARA,4,Fashion,Chandivali,1457164145,,,,3/5/2016,
17,**************,10017,14765,1454,Travel Triangle,1,Travel,Sion,1455426733,,,,2/14/2016,
36,**************,10036,14766,208,Dominos,10,Restaurant,Sakinaka,1454736261,,,,2/6/2016,
16,**************,10016,14767,655,Adoro,9,Fashion,Dombivali,1456916685,,,,3/2/2016,
35,**************,10035,14768,1925,Shopclues,6,Ecommerce,Sion,1456325997,,,,2/24/2016,
39,**************,10039,14769,898,YATRA,1,Travel,Mulund,1455372829,,,,2/13/2016,
36,**************,10036,14770,1403,YATRA,8,Travel,Ghatkopar,1456986413,,,,3/3/2016,
24,**************,10024,14771,1905,MAKEMYTRIP,3,Travel,Colaba,1457268419,,,,3/6/2016,
3,**************,10003,14772,718,Adoro,15,Fashion,Dombivali,1455117775,,,,2/10/2016,
39,**************,10039,14773,1366,YATRA,9,Travel,Marine lines,1456629353,,,,2/28/2016,
13,**************,10013,14774,371,Shopclues,3,Ecommerce,Bhandup,1456634380,,,,2/28/2016,
30,**************,10030,14775,337,KFC,13,Restaurant,Kalyan,1455353817,,,,2/13/2016,
0,**************,10000,14776,626,Shopclues,5,Ecommerce,Kanjurmarg,1456023671,,,,2/21/2016,
48,**************,10048,14777,348,Red Chilli,5,Restaurant,Mulund,1456438779,,,,2/25/2016,
36,**************,10036,14778,1282,Jabong,12,Ecommerce,Powai,1454813093,,,,2/7/2016,
3,**************,10003,14779,1050,ZARA,11,Fashion,Santa cruz,1455143996,,,,2/10/2016,
29,**************,10029,14780,849,Travel Triangle,14,Travel,Kalyan,1455628235,,,,2/16/2016,
25,**************,10025,14781,1698,YATRA,12,Travel,Colaba,1454416342,,,,2/2/2016,
11,**************,10011,14782,394,FLIPKART,9,Ecommerce,Sion,1456414765,,,,2/25/2016,
8,**************,10008,14783,1932,FLIPKART,9,Ecommerce,Sakinaka,1454439586,,,,2/2/2016,
33,**************,10033,14784,119,Snapdeal,2,Ecommerce,Bhandup,1456095048,,,,2/21/2016,
28,**************,10028,14785,1886,Red Chilli,11,Restaurant,Santa cruz,1455919365,,,,2/19/2016,
44,**************,10044,14786,643,FLIPKART,7,Ecommerce,Panvel,1455736076,,,,2/17/2016,
45,**************,10045,14787,594,Shopclues,10,Ecommerce,Powai,1456996226,,,,3/3/2016,
33,**************,10033,14788,1933,Subway,2,Restaurant,Dadar,1455909217,,,,2/19/2016,
41,**************,10041,14789,822,McDonalds,2,Restaurant,Matunga,1457026677,,,,3/3/2016,
0,**************,10000,14790,1061,FLIPKART,9,Ecommerce,Colaba,1456445387,,,,2/26/2016,
5,**************,10005,14791,1802,Red Chilli,5,Restaurant,Andheri,1455675181,,,,2/17/2016,
13,**************,10013,14792,1157,Travel Triangle,11,Travel,Matunga,1456904072,,,,3/2/2016,
44,**************,10044,14793,1713,FLIPKART,6,Ecommerce,Mulund,1456950445,,,,3/2/2016,
19,**************,10019,14794,929,Dominos,12,Restaurant,Sion,1455329325,,,,2/13/2016,
16,**************,10016,14795,169,YATRA,13,Travel,Bhandup,1455627454,,,,2/16/2016,
5,**************,10005,14796,1684,Subway,14,Restaurant,Ghatkopar,1456920214,,,,3/2/2016,
31,**************,10031,14797,1390,Dominos,6,Restaurant,Matunga,1455414098,,,,2/14/2016,
47,**************,10047,14798,1464,LEVIS,4,Fashion,Sakinaka,1455580511,,,,2/15/2016,
20,**************,10020,14799,868,Dominos,5,Restaurant,Santa cruz,1456262937,,,,2/23/2016,
30,**************,10030,14800,673,MAKEMYTRIP,5,Travel,Mulund,1455421352,,,,2/14/2016,
27,**************,10027,14801,1786,McDonalds,15,Restaurant,Bhandup,1455000555,,,,2/9/2016,
26,**************,10026,14802,1501,Dominos,3,Restaurant,Dombivali,1455354569,,,,2/13/2016,
43,**************,10043,14803,1917,Snapdeal,12,Ecommerce,Marine lines,1455835079,,,,2/18/2016,
48,**************,10048,14804,1579,Red Chilli,5,Restaurant,Andheri,1454737312,,,,2/6/2016,
16,**************,10016,14805,1763,FLIPKART,5,Ecommerce,Chandivali,1455163523,,,,2/11/2016,
14,**************,10014,14806,1455,YATRA,5,Travel,Powai,1455772788,,,,2/18/2016,
22,**************,10022,14807,760,YATRA,2,Travel,Kanjurmarg,1456323060,,,,2/24/2016,
46,**************,10046,14808,1091,FLIPKART,12,Ecommerce,Colaba,1456680908,,,,2/28/2016,
9,**************,10009,14809,1328,YATRA,12,Travel,Marine lines,1456818160,,,,3/1/2016,
19,**************,10019,14810,634,Travel Triangle,3,Travel,Powai,1456837262,,,,3/1/2016,
42,**************,10042,14811,1814,MAKEMYTRIP,15,Travel,Marine lines,1454595288,,,,2/4/2016,
40,**************,10040,14812,1703,Shopclues,15,Ecommerce,Sakinaka,1456999160,,,,3/3/2016,
50,**************,10050,14813,1464,Subway,6,Restaurant,Sion,1457218778,,,,3/5/2016,
19,**************,10019,14814,1153,Subway,5,Restaurant,Sakinaka,1455098774,,,,2/10/2016,
46,**************,10046,14815,1917,McDonalds,13,Restaurant,Powai,1456847086,,,,3/1/2016,
39,**************,10039,14816,560,Snapdeal,12,Ecommerce,Chandivali,1455864034,,,,2/19/2016,
7,**************,10007,14817,443,LEVIS,14,Fashion,Panvel,1456376183,,,,2/25/2016,
40,**************,10040,14818,1390,McDonalds,3,Restaurant,Mulund,1455969459,,,,2/20/2016,
11,**************,10011,14819,294,Subway,1,Restaurant,Kanjurmarg,1455267378,,,,2/12/2016,
43,**************,10043,14820,1285,Red Chilli,3,Restaurant,Sakinaka,1455290565,,,,2/12/2016,
22,**************,10022,14821,1239,Jabong,9,Ecommerce,Dombivali,1457248836,,,,3/6/2016,
28,**************,10028,14822,446,ZARA,4,Fashion,Andheri,1457171374,,,,3/5/2016,
40,**************,10040,14823,1903,YATRA,4,Travel,Dadar,1454487449,,,,2/3/2016,
18,**************,10018,14824,936,Red Chilli,15,Restaurant,Andheri,1456176751,,,,2/22/2016,
22,**************,10022,14825,1387,KFC,2,Restaurant,Dombivali,1456283739,,,,2/24/2016,
16,**************,10016,14826,1809,KFC,13,Restaurant,Mulund,1454931264,,,,2/8/2016,
45,**************,10045,14827,1242,Snapdeal,2,Ecommerce,Andheri,1455336631,,,,2/13/2016,
22,**************,10022,14828,1117,Snapdeal,3,Ecommerce,Kanjurmarg,1455535250,,,,2/15/2016,
19,**************,10019,14829,1573,Dominos,12,Restaurant,Mulund,1455103983,,,,2/10/2016,
2,**************,10002,14830,1934,KFC,8,Restaurant,Kalyan,1454624384,,,,2/4/2016,
26,**************,10026,14831,284,FLIPKART,15,Ecommerce,Mulund,1455261968,,,,2/12/2016,
31,**************,10031,14832,481,Subway,15,Restaurant,Powai,1454524682,,,,2/3/2016,
5,**************,10005,14833,1135,YATRA,9,Travel,wadala,1456491462,,,,2/26/2016,
15,**************,10015,14834,661,Red Chilli,4,Restaurant,Mulund,1454827635,,,,2/7/2016,
47,**************,10047,14835,1176,Shopclues,3,Ecommerce,Kalyan,1454504815,,,,2/3/2016,
44,**************,10044,14836,723,Dominos,10,Restaurant,Dadar,1456170011,,,,2/22/2016,
15,**************,10015,14837,189,ZARA,2,Fashion,wadala,1454399409,,,,2/2/2016,
5,**************,10005,14838,325,Snapdeal,9,Ecommerce,wadala,1454689122,,,,2/5/2016,
30,**************,10030,14839,1681,ZARA,14,Fashion,wadala,1456963809,,,,3/3/2016,
22,**************,10022,14840,1442,LEVIS,8,Fashion,Panvel,1455586226,,,,2/16/2016,
31,**************,10031,14841,1665,Shopclues,14,Ecommerce,Dadar,1454626455,,,,2/4/2016,
12,**************,10012,14842,1033,MAKEMYTRIP,14,Travel,Panvel,1456528954,,,,2/26/2016,
5,**************,10005,14843,1349,Adoro,12,Fashion,Andheri,1454605333,,,,2/4/2016,
41,**************,10041,14844,723,Dominos,2,Restaurant,Ghatkopar,1456387667,,,,2/25/2016,
24,**************,10024,14845,939,Subway,1,Restaurant,Santa cruz,1454330669,,,,2/1/2016,
19,**************,10019,14846,670,Travel Triangle,11,Travel,Powai,1454326949,,,,2/1/2016,
2,**************,10002,14847,1495,KFC,14,Restaurant,Colaba,1457358528,,,,3/7/2016,
10,**************,10010,14848,422,Travel Triangle,15,Travel,Santa cruz,1456940886,,,,3/2/2016,
5,**************,10005,14849,239,Adoro,2,Fashion,Colaba,1454354348,,,,2/1/2016,
14,**************,10014,14850,243,Adoro,12,Fashion,Sion,1456396295,,,,2/25/2016,
14,**************,10014,14851,1827,Subway,3,Restaurant,Colaba,1457061890,,,,3/4/2016,
29,**************,10029,14852,404,YATRA,10,Travel,Mulund,1455748401,,,,2/17/2016,
15,**************,10015,14853,1344,FLIPKART,10,Ecommerce,Marine lines,1454848692,,,,2/7/2016,
40,**************,10040,14854,1890,McDonalds,5,Restaurant,Chandivali,1455765563,,,,2/18/2016,
19,**************,10019,14855,1992,Jabong,12,Ecommerce,Kanjurmarg,1454699174,,,,2/5/2016,
7,**************,10007,14856,281,McDonalds,9,Restaurant,Andheri,1455200618,,,,2/11/2016,
21,**************,10021,14857,361,Shopclues,5,Ecommerce,Sion,1454577110,,,,2/4/2016,
21,**************,10021,14858,627,Shopclues,4,Ecommerce,Colaba,1455070509,,,,2/10/2016,
16,**************,10016,14859,1724,LEVIS,9,Fashion,Matunga,1455239298,,,,2/12/2016,
46,**************,10046,14860,1899,Dominos,1,Restaurant,Matunga,1455919513,,,,2/19/2016,
41,**************,10041,14861,665,Subway,5,Restaurant,Sakinaka,1454470907,,,,2/3/2016,
24,**************,10024,14862,342,Travel Triangle,13,Travel,Dombivali,1455774488,,,,2/18/2016,
17,**************,10017,14863,470,ZARA,5,Fashion,Sakinaka,1456550877,,,,2/27/2016,
5,**************,10005,14864,1005,Travel Triangle,11,Travel,Chandivali,1456891231,,,,3/2/2016,
26,**************,10026,14865,926,Snapdeal,8,Ecommerce,Dombivali,1456954287,,,,3/2/2016,
36,**************,10036,14866,210,Subway,12,Restaurant,Matunga,1455653056,,,,2/16/2016,
4,**************,10004,14867,1716,MAKEMYTRIP,12,Travel,Andheri,1456320632,,,,2/24/2016,
10,**************,10010,14868,528,Travel Triangle,9,Travel,Bhandup,1454758502,,,,2/6/2016,
8,**************,10008,14869,505,Red Chilli,4,Restaurant,Santa cruz,1457290579,,,,3/6/2016,
13,**************,10013,14870,239,YATRA,5,Travel,Panvel,1455393706,,,,2/13/2016,
21,**************,10021,14871,1944,Snapdeal,11,Ecommerce,Colaba,1455846604,,,,2/19/2016,
8,**************,10008,14872,1640,LEVIS,5,Fashion,Kanjurmarg,1457285767,,,,3/6/2016,
12,**************,10012,14873,1404,Red Chilli,8,Restaurant,Bhandup,1456947042,,,,3/2/2016,
32,**************,10032,14874,678,KFC,10,Restaurant,Kanjurmarg,1455760951,,,,2/18/2016,
14,**************,10014,14875,1640,FLIPKART,12,Ecommerce,Powai,1455488240,,,,2/14/2016,
19,**************,10019,14876,271,Adoro,14,Fashion,Kanjurmarg,1457196231,,,,3/5/2016,
27,**************,10027,14877,859,Subway,9,Restaurant,Kanjurmarg,1454764203,,,,2/6/2016,
43,**************,10043,14878,1087,FLIPKART,15,Ecommerce,Dadar,1455409897,,,,2/14/2016,
30,**************,10030,14879,929,Subway,11,Restaurant,Dombivali,1455605431,,,,2/16/2016,
48,**************,10048,14880,186,McDonalds,5,Restaurant,Marine lines,1454639118,,,,2/5/2016,
50,**************,10050,14881,523,McDonalds,1,Restaurant,Colaba,1454350782,,,,2/1/2016,
14,**************,10014,14882,218,McDonalds,3,Restaurant,Panvel,1456961408,,,,3/2/2016,
23,**************,10023,14883,1670,FLIPKART,12,Ecommerce,Sakinaka,1456395326,,,,2/25/2016,
29,**************,10029,14884,647,YATRA,8,Travel,Powai,1455088626,,,,2/10/2016,
16,**************,10016,14885,680,Dominos,13,Restaurant,Dadar,1455147831,,,,2/10/2016,
40,**************,10040,14886,1224,YATRA,1,Travel,Bhandup,1455378934,,,,2/13/2016,
15,**************,10015,14887,926,Adoro,11,Fashion,Kanjurmarg,1457101127,,,,3/4/2016,
18,**************,10018,14888,1685,ZARA,10,Fashion,Marine lines,1455416517,,,,2/14/2016,
35,**************,10035,14889,639,Travel Triangle,10,Travel,Ghatkopar,1456125058,,,,2/22/2016,
14,**************,10014,14890,1963,MAKEMYTRIP,15,Travel,Panvel,1454978332,,,,2/9/2016,
18,**************,10018,14891,824,Travel Triangle,10,Travel,Mulund,1456140060,,,,2/22/2016,
37,**************,10037,14892,638,ZARA,10,Fashion,Dombivali,1456802436,,,,3/1/2016,
2,**************,10002,14893,1121,KFC,5,Restaurant,Marine lines,1454634789,,,,2/5/2016,
37,**************,10037,14894,1898,YATRA,7,Travel,wadala,1456491833,,,,2/26/2016,
20,**************,10020,14895,1907,McDonalds,5,Restaurant,Dadar,1454865909,,,,2/7/2016,
27,**************,10027,14896,1453,Snapdeal,3,Ecommerce,Sakinaka,1457306640,,,,3/6/2016,
43,**************,10043,14897,1906,Adoro,4,Fashion,Kanjurmarg,1457265183,,,,3/6/2016,
19,**************,10019,14898,885,Travel Triangle,6,Travel,Chandivali,1457004142,,,,3/3/2016,
12,**************,10012,14899,329,FLIPKART,6,Ecommerce,Colaba,1456769849,,,,2/29/2016,
12,**************,10012,14900,1088,MAKEMYTRIP,13,Travel,wadala,1456307275,,,,2/24/2016,
4,**************,10004,14901,580,Red Chilli,1,Restaurant,Sakinaka,1455024720,,,,2/9/2016,
36,**************,10036,14902,566,Subway,3,Restaurant,Sakinaka,1457167484,,,,3/5/2016,
19,**************,10019,14903,662,McDonalds,8,Restaurant,Chandivali,1455281711,,,,2/12/2016,
46,**************,10046,14904,247,FLIPKART,15,Ecommerce,Sakinaka,1455401627,,,,2/13/2016,
41,**************,10041,14905,1283,Dominos,15,Restaurant,Sakinaka,1456226473,,,,2/23/2016,
2,**************,10002,14906,1727,Red Chilli,8,Restaurant,Dadar,1454506325,,,,2/3/2016,
9,**************,10009,14907,864,Red Chilli,6,Restaurant,wadala,1456530518,,,,2/26/2016,
41,**************,10041,14908,852,Snapdeal,11,Ecommerce,Chandivali,1454498539,,,,2/3/2016,
14,**************,10014,14909,1539,MAKEMYTRIP,5,Travel,Colaba,1456979165,,,,3/3/2016,
17,**************,10017,14910,646,MAKEMYTRIP,9,Travel,Matunga,1455366123,,,,2/13/2016,
19,**************,10019,14911,1786,FLIPKART,5,Ecommerce,Kanjurmarg,1457135569,,,,3/4/2016,
36,**************,10036,14912,262,McDonalds,6,Restaurant,Sion,1456812914,,,,3/1/2016,
22,**************,10022,14913,462,FLIPKART,15,Ecommerce,Marine lines,1455642826,,,,2/16/2016,
45,**************,10045,14914,1336,Dominos,8,Restaurant,Colaba,1457214680,,,,3/5/2016,
15,**************,10015,14915,254,ZARA,10,Fashion,Kanjurmarg,1457016419,,,,3/3/2016,
42,**************,10042,14916,1379,ZARA,11,Fashion,wadala,1454482446,,,,2/3/2016,
48,**************,10048,14917,281,Travel Triangle,13,Travel,Dadar,1456078790,,,,2/21/2016,
9,**************,10009,14918,735,Adoro,13,Fashion,Santa cruz,1457159838,,,,3/5/2016,
41,**************,10041,14919,1469,ZARA,2,Fashion,Matunga,1455025367,,,,2/9/2016,
29,**************,10029,14920,1686,Subway,5,Restaurant,Chandivali,1456271770,,,,2/23/2016,
49,**************,10049,14921,667,LEVIS,12,Fashion,Panvel,1454629184,,,,2/4/2016,
16,**************,10016,14922,369,Snapdeal,2,Ecommerce,Andheri,1457326173,,,,3/7/2016,
17,**************,10017,14923,583,Dominos,2,Restaurant,Panvel,1456176652,,,,2/22/2016,
47,**************,10047,14924,754,Red Chilli,2,Restaurant,Matunga,1456801811,,,,3/1/2016,
39,**************,10039,14925,1350,Adoro,15,Fashion,Chandivali,1454439739,,,,2/2/2016,
40,**************,10040,14926,967,Red Chilli,12,Restaurant,Mulund,1455332761,,,,2/13/2016,
17,**************,10017,14927,1758,Jabong,2,Ecommerce,Andheri,1457257614,,,,3/6/2016,
31,**************,10031,14928,982,KFC,15,Restaurant,Chandivali,1456904268,,,,3/2/2016,
22,**************,10022,14929,786,YATRA,11,Travel,Dadar,1454936970,,,,2/8/2016,
2,**************,10002,14930,1480,Red Chilli,1,Restaurant,Ghatkopar,1455484967,,,,2/14/2016,
15,**************,10015,14931,1846,McDonalds,8,Restaurant,Marine lines,1455724149,,,,2/17/2016,
34,**************,10034,14932,440,Dominos,5,Restaurant,Sakinaka,1456992362,,,,3/3/2016,
44,**************,10044,14933,248,MAKEMYTRIP,2,Travel,Kalyan,1455751704,,,,2/17/2016,
46,**************,10046,14934,1906,FLIPKART,11,Ecommerce,Sakinaka,1455162036,,,,2/11/2016,
39,**************,10039,14935,1288,KFC,9,Restaurant,Andheri,1455852923,,,,2/19/2016,
29,**************,10029,14936,163,Adoro,8,Fashion,Panvel,1456770564,,,,2/29/2016,
14,**************,10014,14937,533,FLIPKART,6,Ecommerce,Sion,1455293001,,,,2/12/2016,
10,**************,10010,14938,978,Jabong,9,Ecommerce,Dadar,1455620995,,,,2/16/2016,
40,**************,10040,14939,1561,YATRA,2,Travel,Dadar,1454424639,,,,2/2/2016,
18,**************,10018,14940,983,ZARA,1,Fashion,Dombivali,1454707740,,,,2/5/2016,
33,**************,10033,14941,1913,Travel Triangle,14,Travel,Santa cruz,1454973340,,,,2/8/2016,
5,**************,10005,14942,355,Red Chilli,8,Restaurant,Andheri,1454843417,,,,2/7/2016,
1,**************,10001,14943,188,FLIPKART,1,Ecommerce,Andheri,1454440267,,,,2/2/2016,
39,**************,10039,14944,674,McDonalds,3,Restaurant,Bhandup,1456442862,,,,2/25/2016,
45,**************,10045,14945,1339,FLIPKART,10,Ecommerce,Kanjurmarg,1454669115,,,,2/5/2016,
5,**************,10005,14946,466,Subway,10,Restaurant,Andheri,1455196405,,,,2/11/2016,
23,**************,10023,14947,1216,YATRA,1,Travel,Kanjurmarg,1457334122,,,,3/7/2016,
35,**************,10035,14948,1381,McDonalds,5,Restaurant,Kalyan,1457018820,,,,3/3/2016,
31,**************,10031,14949,413,Jabong,2,Ecommerce,Sakinaka,1455987557,,,,2/20/2016,
44,**************,10044,14950,262,Adoro,7,Fashion,Kalyan,1456190751,,,,2/23/2016,
8,**************,10008,14951,341,Subway,12,Restaurant,Kanjurmarg,1456652957,,,,2/28/2016,
31,**************,10031,14952,1600,Jabong,5,Ecommerce,Sion,1455389592,,,,2/13/2016,
47,**************,10047,14953,1930,McDonalds,8,Restaurant,Marine lines,1455553457,,,,2/15/2016,
15,**************,10015,14954,763,ZARA,11,Fashion,Andheri,1455126364,,,,2/10/2016,
30,**************,10030,14955,1920,Travel Triangle,11,Travel,Dombivali,1455721407,,,,2/17/2016,
19,**************,10019,14956,222,KFC,11,Restaurant,Mulund,1456210196,,,,2/23/2016,
2,**************,10002,14957,1645,MAKEMYTRIP,5,Travel,Matunga,1456924927,,,,3/2/2016,
29,**************,10029,14958,332,Red Chilli,1,Restaurant,Mulund,1457207095,,,,3/5/2016,
24,**************,10024,14959,1619,Subway,6,Restaurant,Colaba,1455367456,,,,2/13/2016,
29,**************,10029,14960,1475,KFC,14,Restaurant,Ghatkopar,1454393695,,,,2/2/2016,
16,**************,10016,14961,1237,KFC,14,Restaurant,Colaba,1456011633,,,,2/20/2016,
0,**************,10000,14962,1768,Snapdeal,9,Ecommerce,Andheri,1456571055,,,,2/27/2016,
39,**************,10039,14963,568,LEVIS,7,Fashion,wadala,1454921975,,,,2/8/2016,
18,**************,10018,14964,956,YATRA,7,Travel,Andheri,1454469126,,,,2/3/2016,
3,**************,10003,14965,233,Shopclues,9,Ecommerce,Bhandup,1456241930,,,,2/23/2016,
7,**************,10007,14966,285,McDonalds,8,Restaurant,Mulund,1454979099,,,,2/9/2016,
24,**************,10024,14967,946,Shopclues,3,Ecommerce,Marine lines,1454755992,,,,2/6/2016,
18,**************,10018,14968,1546,KFC,12,Restaurant,Dadar,1454600421,,,,2/4/2016,
